ID,Difference in M values (SZ - control),P.Value,adj.P.Val,CHR,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,Enhancer,Regulatory_Feature_Group
cg04856657,-0.425994345,6.16E-06,0.011195194,1,NA,PNRC2,TSS200,chr1:24285785-24286701,Island,NA,Promoter_Associated
cg11176889,-0.319718597,6.16E-06,0.011195194,7,NA,FKBP9;FKBP9,1stExon;5'UTR,chr7:32996732-32997591,Island,NA,Unclassified_Cell_type_specific
cg17008454,0.507800712,6.26E-06,0.011303345,5,NA,TNFAIP8;TNFAIP8,Body;Body,,,TRUE,
cg22014112,-0.536981822,6.28E-06,0.011303345,6,NA,TNFAIP3,Body,chr6:138187825-138189141,S_Shelf,NA,NonGene_Associated
cg14566081,-0.42882277,6.37E-06,0.011408149,5,NA,,,,,NA,
cg09115837,0.43136868,6.40E-06,0.011408149,10,NA,,,,,NA,
cg08028037,-0.247845836,6.49E-06,0.011518948,13,NA,INTS6;INTS6;INTS6,TSS1500;TSS1500;TSS1500,chr13:52025691-52027946,Island,NA,Promoter_Associated
cg18098400,-0.426029878,6.59E-06,0.011598388,13,NA,,,chr13:25620937-25621554,Island,NA,
cg08763584,0.265732571,6.59E-06,0.011598388,10,NA,,,,,NA,
cg11489389,-0.388072251,6.67E-06,0.01167091,3,NA,ATXN7;ATXN7;THOC7,TSS1500;TSS1500;Body,chr3:63849046-63850357,Island,NA,
cg01139493,0.349020553,6.77E-06,0.011799386,5,NA,,,,,TRUE,
cg08529345,-0.395614163,6.83E-06,0.011816906,16,NA,,,chr16:54970301-54972846,Island,TRUE,Unclassified_Cell_type_specific
cg10513330,0.64337534,6.84E-06,0.011816906,2,NA,PLB1;PLB1,Body;Body,,,TRUE,
cg05506029,0.305778874,7.05E-06,0.012130705,7,NA,,,chr7:36010997-36011407,Island,NA,Unclassified_Cell_type_specific
cg24488506,-0.200889521,7.11E-06,0.012135309,11,NA,FOSL1;FOSL1,1stExon;5'UTR,chr11:65666676-65668209,Island,NA,Promoter_Associated
cg16125214,0.579452074,7.13E-06,0.012135309,1,NA,PIK3CD,5'UTR,chr1:9749295-9750228,S_Shore,NA,Gene_Associated
cg03660723,0.316338305,7.15E-06,0.012135309,8,NA,,,chr8:144240761-144242113,N_Shelf,NA,
cg03805492,0.393787154,7.25E-06,0.012252913,12,NA,,,chr12:126168440-126168658,Island,NA,
cg11413751,-0.382791519,7.31E-06,0.01230186,19,NA,CLPTM1,TSS200,chr19:45458213-45459083,Island,NA,Promoter_Associated
cg07252851,-0.440513437,7.40E-06,0.012387688,5,NA,GFM2;GFM2;NSA2;GFM2,TSS200;TSS200;TSS200;TSS200,chr5:74062566-74063225,Island,NA,Promoter_Associated
cg05341260,0.523515121,7.49E-06,0.01249445,17,NA,,,chr17:37729711-37730315,S_Shore,NA,Unclassified_Cell_type_specific
cg21755257,1.07468245,7.56E-06,0.012541443,18,NA,TAF4B;TAF4B,5'UTR;1stExon,chr18:23806283-23807093,Island,NA,Promoter_Associated
cg08158524,-0.309264319,7.60E-06,0.012541443,12,NA,SLC15A4;SLC15A4,1stExon;5'UTR,chr12:129307947-129308724,Island,NA,Promoter_Associated
cg25527494,0.816752259,7.63E-06,0.012541443,13,NA,,,chr13:100641334-100642188,N_Shore,NA,
cg17130982,-0.576008851,7.67E-06,0.012541443,1,NA,,,,,NA,
cg21752340,0.32337082,7.75E-06,0.012541443,12,NA,,,,,NA,
cg25157325,0.47333136,7.80E-06,0.012541443,6,NA,,,chr6:72294372-72294988,Island,NA,
cg15769388,-0.366594396,7.82E-06,0.012541443,12,NA,A2ML1,TSS1500,,,NA,
cg12728958,0.852881944,7.86E-06,0.012541443,8,NA,SGK196,TSS1500,chr8:42948532-42948928,N_Shore,NA,Promoter_Associated
cg00265317,-0.395408432,7.88E-06,0.012541443,16,NA,ST3GAL2,TSS200,chr16:70472588-70473649,Island,NA,Promoter_Associated
cg12876261,-0.389565717,7.88E-06,0.012541443,7,NA,PSPH;PSPH;CCT6A;CCT6A,5'UTR;1stExon;TSS200;TSS200,chr7:56119045-56119963,Island,NA,Promoter_Associated
cg27593593,-0.464024074,8.00E-06,0.012541443,16,NA,,,,,TRUE,
cg08023374,-0.550056502,8.01E-06,0.012541443,11,NA,,,,,TRUE,Unclassified
cg01017608,-0.775881376,8.09E-06,0.012541443,13,NA,,,,,TRUE,
cg11928453,0.516071442,8.10E-06,0.012541443,19,NA,RAX2,Body,chr19:3770566-3770942,Island,NA,Unclassified_Cell_type_specific
cg25072949,0.542277712,8.16E-06,0.012541443,18,NA,,,chr18:76190598-76190862,Island,NA,
cg06994420,0.427306749,8.31E-06,0.012541443,2,NA,MEIS1,Body,chr2:66672431-66673636,Island,NA,Unclassified
cg21853348,0.569930546,8.40E-06,0.012541443,3,NA,BDH1;BDH1;BDH1,Body;Body;Body,,,NA,
cg01748193,0.4895446,8.41E-06,0.012541443,11,NA,SLC22A11,Body,chr11:64335489-64335965,Island,NA,Unclassified_Cell_type_specific
cg11582617,-0.319381674,8.42E-06,0.012541443,6,NA,SERAC1;SERAC1;GTF2H5,1stExon;5'UTR;TSS200,chr6:158588887-158589449,Island,NA,Promoter_Associated
cg12414681,0.417600632,8.45E-06,0.012541443,15,NA,,,chr15:29967209-29967621,S_Shore,NA,
cg17468253,0.363958965,8.47E-06,0.012541443,6,NA,PACSIN1,Body,chr6:34499313-34499580,N_Shore,NA,
cg10588470,0.556718624,8.49E-06,0.012541443,5,NA,HTR1A,1stExon,chr5:63256548-63257886,Island,NA,
cg11352146,-0.461187009,8.50E-06,0.012541443,11,NA,NEAT1,Body,chr11:65190824-65191058,S_Shore,NA,Promoter_Associated
cg18156417,0.436126573,8.50E-06,0.012541443,19,NA,MAP2K2,Body,chr19:4101029-4101515,N_Shore,NA,
cg12149777,-0.253139308,8.56E-06,0.012541443,4,NA,CCRN4L,Body,chr4:139936443-139937428,S_Shore,NA,Promoter_Associated
cg12271800,0.458087503,8.64E-06,0.012541443,19,NA,ZBTB45,Body,chr19:59028352-59028939,Island,NA,Unclassified_Cell_type_specific
cg15092561,-0.527252235,8.64E-06,0.012541443,21,NA,C21orf33;C21orf33,Body;Body,chr21:45553021-45554037,Island,NA,Promoter_Associated
cg17278472,0.222942612,8.66E-06,0.012541443,17,NA,TOM1L2;TOM1L2,Body;Body,,,NA,
cg17927889,-0.401026987,8.75E-06,0.012541443,8,NA,CLN8,3'UTR,chr8:1733267-1733929,Island,NA,
ch.7.50621990F,-0.435433764,8.81E-06,0.012541443,7,NA,,,,,NA,
cg13157483,0.46135066,8.81E-06,0.012541443,11,NA,PKNOX2,5'UTR,,,TRUE,
cg18100079,0.254987242,8.81E-06,0.012541443,8,NA,,,chr8:98636694-98636904,S_Shelf,NA,Unclassified_Cell_type_specific
cg08401938,0.323913116,8.85E-06,0.012541443,7,NA,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,,,NA,
cg03896836,-0.492571087,8.89E-06,0.012541443,2,NA,KIF1A,TSS1500,chr2:241758141-241760783,Island,TRUE,Unclassified_Cell_type_specific
cg05285554,0.437869445,8.93E-06,0.012541443,14,NA,,,chr14:69726250-69728393,N_Shelf,NA,
cg21635307,-0.453978021,8.96E-06,0.012541443,6,NA,ANKRD6,Body,,,NA,Unclassified
cg07105891,0.272015276,8.98E-06,0.012541443,1,NA,KIF17;KIF17,Body;Body,chr1:21031008-21031369,Island,NA,
cg20665341,0.331776964,9.07E-06,0.012541443,4,NA,,,,,TRUE,
cg26268636,-0.310955991,9.08E-06,0.012541443,1,NA,,,chr1:228633382-228634127,Island,TRUE,Unclassified_Cell_type_specific
cg12821539,0.570482121,9.12E-06,0.012541443,13,NA,,,chr13:100642774-100643094,Island,TRUE,Unclassified_Cell_type_specific
cg17676428,0.474329639,9.13E-06,0.012541443,11,NA,TOLLIP,Body,chr11:1315467-1317115,N_Shore,NA,
cg19586661,-0.295414148,9.15E-06,0.012541443,11,NA,,,chr11:66079092-66080920,Island,NA,Promoter_Associated
cg05989775,-0.252101512,9.18E-06,0.012541443,11,NA,CDKN1C;CDKN1C;CDKN1C;CDKN1C;CDKN1C;CDKN1C,5'UTR;5'UTR;1stExon;1stExon;1stExon;5'UTR,chr11:2905023-2907024,Island,NA,Unclassified
cg08340521,-0.273780711,9.18E-06,0.012541443,19,NA,KHSRP;KHSRP,1stExon;5'UTR,chr19:6424430-6425169,Island,NA,Promoter_Associated
cg24512400,-0.438681345,9.20E-06,0.012541443,19,TRUE,KLK10;KLK10;KLK10,5'UTR;5'UTR;5'UTR,chr19:51522004-51522803,Island,NA,Unclassified_Cell_type_specific
cg14801669,0.792573912,9.21E-06,0.012541443,20,NA,,,chr20:61973861-61974297,Island,NA,
cg17512133,0.423737746,9.29E-06,0.012541443,4,NA,CCNI,Body,,,TRUE,
cg22162225,-0.291891578,9.38E-06,0.012541443,2,NA,EHBP1;EHBP1;EHBP1;EHBP1,TSS1500;5'UTR;TSS200;TSS200,chr2:62932595-62933353,Island,NA,Promoter_Associated
cg25477163,0.569358597,9.41E-06,0.012541443,19,NA,ZNF211;ZNF211,Body;Body,chr19:58144339-58144999,S_Shelf,NA,
cg10875261,0.736130981,9.41E-06,0.012541443,2,NA,,,chr2:96190971-96191377,Island,NA,
cg07817097,-0.342245273,9.43E-06,0.012541443,1,NA,TOR1AIP1;TOR1AIP1,5'UTR;1stExon,chr1:179851482-179852371,Island,NA,Promoter_Associated
cg08740862,-0.326335872,9.43E-06,0.012541443,11,NA,AHNAK;AHNAK,TSS200;TSS200,chr11:62314761-62315054,N_Shore,NA,
cg10704137,0.522537324,9.44E-06,0.012541443,6,NA,,,chr6:25732692-25732957,N_Shore,NA,
cg18305365,0.468957393,9.44E-06,0.012541443,7,NA,,,chr7:36007011-36008154,Island,NA,
cg09734394,0.765927589,9.47E-06,0.012541443,7,NA,,,chr7:20817455-20818227,S_Shore,NA,
cg05694825,0.563067413,9.48E-06,0.012541443,5,NA,PDCD6,Body,chr5:293625-294130,N_Shore,NA,
cg04160201,-0.40932644,9.51E-06,0.012541443,16,NA,ZFPM1,Body,,,NA,
cg23470914,0.661269003,9.53E-06,0.012541443,18,NA,MBP;MBP,Body;Body,chr18:74799144-74800038,S_Shore,NA,
cg08329597,0.532077119,9.55E-06,0.012541443,20,NA,LOC149837,TSS1500,,,NA,
cg16015423,-0.775027363,9.56E-06,0.012541443,19,NA,SYDE1,TSS1500,chr19:15217951-15218617,Island,NA,Unclassified_Cell_type_specific
cg15345415,-0.430017346,9.58E-06,0.012541443,5,NA,G3BP1;G3BP1,TSS1500;TSS1500,chr5:151150014-151152086,Island,NA,Promoter_Associated
cg06270737,0.394495239,9.61E-06,0.012541443,6,NA,NHSL1;NHSL1,Body;Body,,,NA,
cg22954265,0.31346105,9.63E-06,0.012541443,20,TRUE,,,,,NA,
cg26202753,0.733266072,9.67E-06,0.012541443,7,NA,,,,,NA,
cg01563601,0.522772059,9.71E-06,0.012541443,1,NA,,,,,NA,
cg25978313,0.752555629,9.72E-06,0.012541443,4,NA,FAM193A,3'UTR,chr4:2733657-2734020,Island,NA,
cg26145502,-0.229120694,9.74E-06,0.012541443,1,NA,ENO1,TSS1500,chr1:8938098-8939409,Island,NA,NonGene_Associated
cg20733436,-0.48324532,9.78E-06,0.012541443,5,NA,TMED7-TICAM2;TICAM2;TMED7-TICAM2,Body;5'UTR;Body,chr5:114937613-114938149,Island,NA,Unclassified
ch.4.68771941F,-1.036832691,9.82E-06,0.012541443,4,NA,,,,,NA,
cg05661838,0.46145671,9.83E-06,0.012541443,8,TRUE,MOS,TSS200,chr8:57025546-57026543,S_Shore,NA,
cg09444120,0.49230667,9.85E-06,0.012541443,8,NA,,,chr8:107227785-107228007,Island,NA,
cg06159435,-0.461316768,9.90E-06,0.012541443,11,NA,H2AFX,TSS200,chr11:118965017-118966464,Island,NA,Promoter_Associated
cg08961047,0.391484541,9.91E-06,0.012541443,6,NA,RPS10,TSS1500,chr6:34393325-34394014,S_Shore,NA,
cg22734058,0.678904704,9.96E-06,0.012541443,2,NA,LRRFIP1,Body,,,NA,
cg04399289,-0.240878751,1.00E-05,0.012541443,16,NA,,,chr16:49316997-49317263,Island,NA,
cg17073708,-0.46125753,1.00E-05,0.012541443,8,NA,,,chr8:55370170-55372525,S_Shore,NA,
cg09234454,0.777398993,1.00E-05,0.012541443,1,NA,ABCA4,Body,,,TRUE,
cg15342139,-0.31495582,1.01E-05,0.012541443,6,NA,PHF10;PHF10,TSS1500;TSS1500,,,NA,
cg08109855,-0.231993933,1.02E-05,0.012619689,7,NA,USP42,TSS200,chr7:6144047-6144469,Island,NA,Promoter_Associated
cg10894483,-0.264943465,1.02E-05,0.012619689,22,NA,SULT4A1,Body,chr22:44257942-44258612,Island,NA,
cg20174277,-0.47371906,1.03E-05,0.012619689,10,NA,,,chr10:49863620-49864601,Island,TRUE,Promoter_Associated
cg27618483,0.429783549,1.03E-05,0.012619689,2,NA,,,,,NA,
cg04766377,0.465511237,1.03E-05,0.012619689,22,NA,CSNK1E;CSNK1E,5'UTR;TSS200,chr22:38712684-38713333,S_Shore,NA,
cg16668896,-0.511347506,1.03E-05,0.012619689,7,NA,,,chr7:54900736-54901261,Island,NA,
cg26831706,-0.292076658,1.04E-05,0.012675264,7,NA,EMID2,Body,chr7:101005899-101007443,Island,NA,Unclassified
cg05443922,0.46951744,1.04E-05,0.012675264,7,NA,,,chr7:25891956-25892615,Island,NA,Unclassified
cg05099121,-0.216000885,1.06E-05,0.012832168,7,NA,CYP51A1;CYP51A1,TSS200;TSS1500,chr7:91763095-91764367,Island,NA,Promoter_Associated
cg02955037,0.456173208,1.07E-05,0.01289451,10,NA,,,chr10:105726687-105727255,N_Shelf,NA,
cg14684917,-0.269177297,1.08E-05,0.012962881,11,NA,EML3;ROM1;ROM1,TSS200;1stExon;5'UTR,chr11:62379638-62380556,Island,NA,Promoter_Associated
cg18043514,-0.525345463,1.08E-05,0.012962881,5,NA,,,chr5:158531375-158531648,N_Shore,NA,Unclassified_Cell_type_specific
cg15744637,-0.241330729,1.08E-05,0.012962881,11,NA,RPLP2,TSS200,chr11:809202-810509,Island,NA,Promoter_Associated
cg08834429,-0.287921051,1.09E-05,0.013009191,16,NA,ACD;ACD;PARD6A;PARD6A;PARD6A;ACD;PARD6A,TSS200;TSS200;5'UTR;5'UTR;1stExon;TSS200;1stExon,chr16:67693451-67695560,Island,NA,Promoter_Associated
cg07917842,0.488059441,1.10E-05,0.013040346,17,NA,NF1;NF1,Body;Body,chr17:29672335-29672612,S_Shore,NA,
cg18803079,0.804781655,1.11E-05,0.013040346,1,NA,EFCAB7;DLEU2L,Body;TSS200,,,NA,
cg27520104,0.529723001,1.11E-05,0.013040346,10,NA,PFKP,Body,,,NA,
cg23886551,-0.376040413,1.12E-05,0.013040346,14,TRUE,TMEM121,TSS1500,chr14:105992499-105996414,Island,NA,
cg16197717,-0.373321034,1.12E-05,0.013040346,10,NA,CPXM2,1stExon,chr10:125650820-125651373,Island,NA,Unclassified_Cell_type_specific
cg05801038,0.520281007,1.12E-05,0.013040346,15,NA,ADAMTS17,Body,chr15:100880957-100882438,N_Shelf,NA,
cg19751754,0.362705191,1.12E-05,0.013040346,17,NA,,,,,TRUE,
cg01799560,0.265578534,1.12E-05,0.013040346,17,NA,TBCD,Body,,,NA,
cg26071806,-0.301473034,1.12E-05,0.013040346,7,NA,EPO,TSS200,chr7:100318106-100318684,Island,TRUE,Unclassified_Cell_type_specific
cg19560874,-0.553756035,1.14E-05,0.013211898,4,NA,,,,,TRUE,
cg02177648,0.281290839,1.15E-05,0.013211898,6,NA,C6orf27;C6orf27,1stExon;5'UTR,,,TRUE,Unclassified
cg15861059,-0.227769971,1.15E-05,0.013211898,6,NA,SERPINB6,TSS200,chr6:2971086-2971962,S_Shore,NA,Promoter_Associated
cg25844605,0.777819506,1.15E-05,0.013211898,20,NA,LOC149837,TSS1500,,,NA,
cg02264567,-0.289332438,1.17E-05,0.013316842,1,NA,PEAR1,5'UTR,chr1:156863415-156863711,S_Shore,NA,
cg23831927,0.362465868,1.17E-05,0.013316842,13,NA,CRYL1,Body,chr13:20989007-20989836,Island,NA,
cg02747412,-0.440227036,1.18E-05,0.013459673,17,NA,,,,,NA,Unclassified_Cell_type_specific
cg00295794,0.822417731,1.19E-05,0.013471632,13,NA,,,chr13:100641334-100642188,Island,NA,
cg10280412,-0.415179636,1.20E-05,0.013515813,11,NA,SYT7,Body,,,NA,
cg14242246,-0.649537889,1.21E-05,0.013515813,2,NA,C2orf28;C2orf28;SLC5A6;C2orf28;SLC5A6,TSS1500;TSS1500;5'UTR;TSS1500;Body,chr2:27434432-27435720,N_Shore,NA,
cg02701024,-0.495799346,1.21E-05,0.013515813,7,NA,PTN,5'UTR,,,TRUE,
cg02927949,-0.453767291,1.21E-05,0.013515813,13,NA,C13orf27;C13orf27,5'UTR;1stExon,chr13:103425298-103426887,Island,NA,Promoter_Associated
cg13169484,0.951427662,1.22E-05,0.013515813,10,NA,MIR202,TSS1500,,,NA,Unclassified_Cell_type_specific
cg13430777,0.328627002,1.22E-05,0.013515813,12,NA,,,chr12:8559576-8559811,Island,NA,
cg06377825,0.28198094,1.22E-05,0.013515813,3,NA,,,chr3:98376316-98376542,N_Shelf,NA,
cg15324310,-0.455274009,1.23E-05,0.013599083,20,NA,YWHAB;YWHAB;YWHAB;YWHAB,5'UTR;5'UTR;1stExon;1stExon,chr20:43514595-43514885,N_Shore,NA,Promoter_Associated
cg10859897,0.492551193,1.23E-05,0.013599083,8,NA,,,,,NA,
cg26943189,-0.546176587,1.24E-05,0.013599083,6,NA,NQO2,5'UTR,chr6:3000069-3000520,S_Shore,NA,Unclassified
cg22013719,0.305190903,1.24E-05,0.013606957,5,NA,,,,,NA,
cg10107330,0.647414177,1.26E-05,0.013750256,15,NA,LINGO1,Body,chr15:77924568-77925988,N_Shore,NA,
cg12334636,0.492900868,1.27E-05,0.013750256,2,NA,TMEM182,1stExon,,,NA,
cg04344792,-0.391523494,1.27E-05,0.013750256,11,NA,,,,,TRUE,
cg18560442,0.305996753,1.27E-05,0.013750256,1,NA,,,chr1:39174379-39174940,Island,NA,
cg19703614,0.304761375,1.27E-05,0.013750256,12,NA,,,,,NA,
cg05170445,0.368515631,1.27E-05,0.013750256,12,NA,,,chr12:1639033-1640750,S_Shore,NA,Unclassified
cg03773196,0.322217331,1.28E-05,0.013790389,1,NA,,,chr1:219786334-219786562,Island,NA,
cg14677014,-0.317801822,1.29E-05,0.013790389,10,NA,MEIG1;MEIG1,1stExon;5'UTR,chr10:15001272-15001840,Island,NA,Promoter_Associated
cg04437966,-0.446239624,1.29E-05,0.013816879,5,NA,FLJ37543,Body,,,TRUE,Unclassified
cg24700219,0.423254043,1.29E-05,0.013816879,12,NA,IL26,TSS1500,,,NA,
cg08224208,-0.278719564,1.32E-05,0.01403656,19,NA,SYDE1,TSS200,chr19:15217951-15218617,Island,NA,Unclassified_Cell_type_specific
cg06866400,-0.374768986,1.33E-05,0.014160228,6,NA,ADAT2;PEX3,TSS200;TSS200,chr6:143771610-143772084,Island,NA,Promoter_Associated
cg15623480,-0.515239166,1.35E-05,0.014212499,7,NA,HOXA11AS;HOXA11,TSS1500;1stExon,chr7:27224267-27224596,Island,TRUE,
cg00760536,0.358276566,1.36E-05,0.014212499,22,NA,,,chr22:21024739-21025482,S_Shore,NA,
cg22066304,0.373331614,1.36E-05,0.014212499,19,NA,SYT5,TSS200,chr19:55690182-55691623,S_Shore,NA,Promoter_Associated
cg21005948,-0.370199176,1.36E-05,0.014212499,18,NA,KIAA0427;KIAA0427,TSS200;TSS200,chr18:46065061-46065263,Island,NA,
cg12444081,0.462038672,1.37E-05,0.014212499,17,NA,,,chr17:16520938-16521317,Island,NA,
cg01877606,-0.442863484,1.37E-05,0.014212499,4,NA,LNX1,TSS200,,,TRUE,
cg21201401,0.801562377,1.37E-05,0.014212499,20,NA,LIME1,TSS200,chr20:62368955-62371962,N_Shore,NA,Promoter_Associated
cg24581326,-0.596972741,1.37E-05,0.014212499,20,NA,TFAP2C,TSS200,chr20:55200279-55206789,Island,NA,
cg08336687,-0.555137405,1.37E-05,0.014212499,16,NA,LMF1,Body,chr16:907439-907995,Island,NA,
cg07207099,0.712814596,1.38E-05,0.014212499,3,NA,USP4;USP4;C3orf62,3'UTR;3'UTR;TSS1500,chr3:49314437-49314815,Island,TRUE,Promoter_Associated
cg18550509,-0.271147,1.38E-05,0.014235751,15,NA,LYSMD4,5'UTR,chr15:100272901-100273891,Island,NA,Promoter_Associated
cg08620044,-0.803185034,1.39E-05,0.014318064,5,NA,LOC645323,TSS1500,chr5:87980878-87981272,Island,NA,
cg21748749,0.366764831,1.40E-05,0.014368598,19,NA,ZNF610;ZNF610;ZNF610,TSS1500;TSS1500;TSS1500,chr19:52839444-52839937,N_Shore,NA,
cg06399148,-0.379882896,1.42E-05,0.014421915,8,NA,BAALC;BAALC;C8orf56,1stExon;1stExon;Body,chr8:104152726-104153390,Island,NA,Unclassified_Cell_type_specific
cg26547359,-0.426041981,1.42E-05,0.014421915,10,NA,RSU1;RSU1,TSS200;TSS200,chr10:16859089-16859975,Island,NA,Promoter_Associated
cg15237152,-0.458032719,1.42E-05,0.014421915,19,NA,CNN1;CNN1,1stExon;5'UTR,,,NA,
cg22477331,-0.325818009,1.43E-05,0.014436356,6,NA,TBC1D7;TBC1D7;TBC1D7;TBC1D7,TSS200;TSS200;TSS200;TSS200,chr6:13328587-13329096,Island,NA,Promoter_Associated
cg08716255,0.695952759,1.43E-05,0.014436356,11,NA,,,,,TRUE,Unclassified
cg25503565,-0.376467514,1.44E-05,0.014436356,17,NA,,,,,NA,Promoter_Associated
cg17597744,-0.416908924,1.44E-05,0.014436356,8,NA,RB1CC1;RB1CC1,TSS200;TSS200,chr8:53626005-53627501,Island,NA,Promoter_Associated
cg06634862,-0.3761318,1.44E-05,0.014436356,4,NA,LNX1;LNX1,5'UTR;1stExon,,,TRUE,
cg25183890,-0.449907526,1.44E-05,0.014447034,8,NA,PDP1;PDP1;PDP1;PDP1;PDP1;PDP1;PDP1;PDP1,1stExon;5'UTR;1stExon;TSS1500;TSS200;5'UTR;5'UTR;1stExon,chr8:94928518-94930124,Island,NA,
cg20321801,-0.436050684,1.46E-05,0.014520856,11,NA,CD81,Body,chr11:2406711-2406927,N_Shelf,TRUE,Unclassified
cg06877024,-0.261310963,1.46E-05,0.014539154,6,NA,,,,,NA,
cg08317834,-0.251027862,1.47E-05,0.014565043,8,NA,PPP2R2A,TSS200,chr8:26148757-26149453,Island,NA,Promoter_Associated
cg24948782,0.52417058,1.47E-05,0.014578046,17,NA,UTP18,Body,chr17:49337102-49338583,S_Shelf,NA,
cg23360087,-0.725557687,1.48E-05,0.01460556,18,NA,ROCK1,TSS200,chr18:18690940-18692059,Island,NA,Promoter_Associated
cg00398764,-0.596255041,1.49E-05,0.014652319,15,NA,,,chr15:37403042-37403267,N_Shore,NA,
cg01818740,0.321623149,1.50E-05,0.014700282,6,NA,,,,,TRUE,
cg08679808,-0.348467005,1.50E-05,0.014731233,17,NA,LOC92659;MAFG,Body;TSS1500,chr17:79884679-79887084,Island,NA,Unclassified
cg21910489,0.544478223,1.51E-05,0.014740463,20,NA,MYT1,5'UTR,chr20:62818090-62818892,Island,NA,
cg12525512,0.331378185,1.51E-05,0.014740463,13,NA,,,,,NA,
cg09852601,-0.549943986,1.53E-05,0.014838192,17,NA,RAB37;RAB37;RAB37;RAB37,TSS200;TSS1500;Body;TSS1500,chr17:72732848-72733545,Island,TRUE,Promoter_Associated
cg11629443,-0.511857509,1.53E-05,0.014838192,6,NA,TRIM27,1stExon,chr6:28890951-28892013,Island,NA,Promoter_Associated
cg14256840,0.600452339,1.53E-05,0.014838192,7,NA,,,chr7:64197040-64197246,Island,NA,
cg22964775,0.262087103,1.54E-05,0.014845447,4,NA,LPHN3,TSS1500,,,NA,
cg12983741,0.624905622,1.55E-05,0.014845447,6,NA,RPS6KA2,Body,,,NA,
cg20108872,0.56867134,1.55E-05,0.014845447,7,NA,SND1,Body,,,TRUE,
cg05226292,-0.223780811,1.55E-05,0.014845447,8,NA,TRAM1,TSS200,chr8:71519680-71520857,Island,NA,Promoter_Associated
cg07604202,0.330070316,1.55E-05,0.014845447,20,NA,ZFP64,Body,chr20:50701265-50701732,Island,NA,
cg23225508,0.617503121,1.56E-05,0.014881639,17,NA,DDX5,Body,chr17:62501479-62503566,N_Shore,NA,
cg13178295,-0.314002704,1.57E-05,0.014891317,6,NA,,,,,NA,
cg14306956,-0.436316019,1.57E-05,0.014921533,9,NA,PAX5,Body,chr9:37026222-37028014,Island,TRUE,
cg00196167,-0.311079986,1.58E-05,0.014949274,7,NA,C7orf55;C7orf55,5'UTR;1stExon,chr7:139024930-139026298,Island,NA,NonGene_Associated
cg09486967,0.514636196,1.58E-05,0.014961742,17,NA,PITPNA,Body,,,NA,Unclassified
cg14336033,0.199349451,1.60E-05,0.015029566,11,NA,,,,,NA,
cg27032456,0.249154042,1.60E-05,0.015036311,12,NA,,,,,NA,
cg06387245,0.476305514,1.61E-05,0.01507063,16,NA,AXIN1;AXIN1,Body;Body,chr16:347838-348234,Island,NA,
cg04386405,-0.318718262,1.61E-05,0.01507063,19,TRUE,ZNF83;ZNF83;ZNF83;ZNF83;ZNF83;ZNF83;ZNF83;ZNF83,Body;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,chr19:53141175-53141813,Island,NA,Promoter_Associated
cg25323554,-0.672578512,1.62E-05,0.015078504,17,NA,C17orf63;C17orf63,5'UTR;5'UTR,chr17:27139185-27139671,N_Shelf,NA,
cg03532331,0.629146222,1.62E-05,0.015079369,16,NA,,,,,NA,
cg26866452,0.784753761,1.63E-05,0.015079369,15,NA,,,,,NA,
cg19788417,0.299899014,1.63E-05,0.015079369,20,NA,DEFB123,TSS1500,,,NA,
cg00470768,0.332417342,1.63E-05,0.015079369,15,NA,INO80,Body,,,TRUE,
cg18275228,0.661280396,1.64E-05,0.015113201,10,NA,,,,,NA,
cg13161852,0.381588124,1.64E-05,0.015113201,15,NA,,,,,NA,
cg14170313,-0.44541773,1.65E-05,0.015142093,9,NA,RORB,1stExon,chr9:77112712-77113583,Island,NA,
cg26929161,0.48147708,1.66E-05,0.015170726,20,NA,ZFP64,Body,chr20:50701265-50701732,Island,NA,
cg22034268,0.31350605,1.67E-05,0.015248352,5,NA,BDP1,Body,,,NA,
cg04791162,0.499347963,1.68E-05,0.015253187,14,NA,,,chr14:62331009-62331641,Island,NA,
cg02050028,0.629869318,1.68E-05,0.015253187,7,NA,HECW1,5'UTR,chr7:43152020-43153340,S_Shelf,NA,
cg18141918,-0.478894093,1.68E-05,0.015253187,10,NA,PTEN;KILLIN;KILLIN,TSS1500;1stExon;5'UTR,chr10:89621772-89624128,Island,NA,Promoter_Associated
cg27258878,0.254674093,1.69E-05,0.015274667,8,NA,RBPMS;RBPMS;RBPMS,Body;Body;Body,,,TRUE,
cg21317965,-0.612110855,1.71E-05,0.015387729,6,NA,TFAP2B,Body,,,NA,
cg10916625,-0.459194214,1.71E-05,0.015387729,20,NA,B4GALT5,1stExon,chr20:48329645-48330682,Island,NA,Promoter_Associated
cg07637658,0.32714688,1.71E-05,0.015387729,19,NA,PPP1R13L;PPP1R13L,Body;Body,chr19:45888768-45889465,N_Shore,NA,
cg10408877,0.402924264,1.73E-05,0.015513974,8,NA,DENND3,Body,,,NA,
cg13153466,0.415579447,1.74E-05,0.015559422,11,NA,ASAM,Body,,,TRUE,
