Gene Symbol,Differential Expression,Whole-Gene ID,Chromosome,Genomic Coordinates,Whole Gene P-value,Whole Gene Correlation with LSI,Isoform ID,Isoform P-value,Isoform Correlation with LSI,Known Stress Gene?
TRIP10,Isoform-Only,ENST00000598843.1,chr19,6746319-6750384,NA,NA,ENST00000598843.1,0.04065746,-0.4823063,FALSE
EMR1,Both,ENSG00000174837.10,chr19,6887577-6940470,0.024299231,0.5091076,ENST00000381404.4,0.015496384,0.5289528,FALSE
EMR1,Both,ENSG00000174837.10,chr19,6887577-6940470,0.024299231,0.5091076,ENST00000450315.3,0.046389849,0.4437298,FALSE
PTBP1,Isoform-Only,ENST00000349038.4,chr19,797425-812320,NA,NA,ENST00000349038.4,0.002070148,-0.6526789,TRUE
TIMM44,Whole-Gene-Only,ENSG00000104980.3,chr19,7991603-8008805,0.009174004,-0.5806006,NA,NA,NA,TRUE
CFD,Both,ENSG00000197766.3,chr19,859453-863453,0.011708914,0.5361062,ENST00000327726.6,0.016424651,0.532208,FALSE
MYO1F,Isoform-Only,ENST00000595191.1,chr19,8614464-8615540,NA,NA,ENST00000595191.1,0.024346455,0.5381687,FALSE
ZNF317,Isoform-Only,ENST00000360385.3,chr19,9251073-9274084,NA,NA,ENST00000360385.3,0.003711049,-0.5880012,FALSE
ZNF562,Isoform-Only,ENST00000293648.4,chr19,9759330-9785734,NA,NA,ENST00000293648.4,0.00025767,-0.7217502,FALSE
ZNF562,Isoform-Only,ENST00000448622.1,chr19,9759363-9785776,NA,NA,ENST00000448622.1,0.043244363,0.417394,FALSE
ZNF812,Isoform-Only,ENST00000457674.2,chr19,9800600-9811452,NA,NA,ENST00000457674.2,0.046542371,-0.4582057,FALSE
GRHL1,Isoform-Only,ENST00000497403.1,chr2,10091822-10106530,NA,NA,ENST00000497403.1,0.036639738,-0.4966005,FALSE
HPCAL1,Isoform-Only,ENST00000419810.2,chr2,10464473-10567478,NA,NA,ENST00000419810.2,0.047033997,0.4678042,FALSE
ODC1,Both,ENSG00000115758.8,chr2,10580094-10588630,0.01072808,-0.5705819,ENST00000234111.4,0.00139997,-0.6211371,TRUE
NOL10,Isoform-Only,ENST00000345985.3,chr2,10710892-10830098,NA,NA,ENST00000345985.3,0.00806317,-0.5843979,TRUE
RGPD8,Whole-Gene-Only,ENSG00000169629.7,chr2,113127669-113192065,0.047467951,-0.4539063,NA,NA,NA,FALSE
IL1B,Both,ENSG00000125538.7,chr2,113587328-113594480,0.011742977,0.6007968,ENST00000263341.2,0.020453362,0.6078326,TRUE
IL1B,Both,ENSG00000125538.7,chr2,113587328-113594480,0.011742977,0.6007968,ENST00000491056.1,0.011490953,0.6666694,TRUE
IL36A,Both,ENSG00000136694.8,chr2,113763038-113765621,0.025829478,-0.5178331,ENST00000259211.6,0.039290869,-0.5278202,FALSE
IL36RN,Whole-Gene-Only,ENSG00000136695.10,chr2,113816215-113822959,0.031087959,-0.5125159,NA,NA,NA,FALSE
IL1F10,Whole-Gene-Only,ENSG00000136697.8,chr2,113825547-113833427,0.000484067,-0.6967318,NA,NA,NA,FALSE
IL1RN,Isoform-Only,ENST00000361779.3,chr2,113875470-113891593,NA,NA,ENST00000361779.3,0.005793176,-0.6412272,FALSE
IL1RN,Isoform-Only,ENST00000259206.5,chr2,113875474-113891593,NA,NA,ENST00000259206.5,0.006884852,-0.6307082,FALSE
CBWD2,Isoform-Only,ENST00000479583.1,chr2,114226162-114253696,NA,NA,ENST00000479583.1,0.007228161,0.5491399,FALSE
MTND1P28,Both,ENSG00000230158.1,chr2,117781494-117782443,0.026019088,-0.4839516,ENST00000435623.1,0.037943622,-0.469039,FALSE
MYO7B,Isoform-Only,ENST00000494959.1,chr2,128391801-128395271,NA,NA,ENST00000494959.1,0.040091332,0.4651035,FALSE
RP5-935K16.1,Both,ENSG00000270081.1,chr2,128601127-128603261,0.042577625,-0.4691396,ENST00000602909.1,0.044730955,-0.4856563,FALSE
AC079776.3,Whole-Gene-Only,ENSG00000237574.1,chr2,130680750-130704276,0.043743961,0.4259541,NA,NA,NA,FALSE
TMEM163,Whole-Gene-Only,ENSG00000152128.13,chr2,135213330-135476570,0.000751361,-0.6497815,NA,NA,NA,FALSE
FAM84A,Both,ENSG00000162981.12,chr2,14772810-14790933,0.019124847,-0.5388071,ENST00000331243.4,0.034412902,-0.4891525,FALSE
ACVR2A,Whole-Gene-Only,ENSG00000121989.10,chr2,148602086-148688393,0.009055815,-0.5371472,NA,NA,NA,TRUE
DPP4,Whole-Gene-Only,ENSG00000197635.5,chr2,162848751-162931052,0.036783323,-0.4605116,NA,NA,NA,TRUE
GCA,Isoform-Only,ENST00000481161.1,chr2,163200644-163213175,NA,NA,ENST00000481161.1,0.04085262,0.4799622,FALSE
TTC21B,Whole-Gene-Only,ENSG00000123607.10,chr2,166713985-166810353,0.047771436,0.4325237,NA,NA,NA,FALSE
DHRS9,Isoform-Only,ENST00000436483.2,chr2,169929010-169952677,NA,NA,ENST00000436483.2,0.036227079,-0.4766385,TRUE
OLA1,Isoform-Only,ENST00000344357.5,chr2,174939736-175113327,NA,NA,ENST00000344357.5,0.007650659,-0.6381068,TRUE
GPR155,Both,ENSG00000163328.9,chr2,175296966-175351822,0.017294166,0.5978067,ENST00000392552.2,0.038790145,0.6048133,FALSE
SESTD1,Isoform-Only,ENST00000335289.5,chr2,179974079-180014108,NA,NA,ENST00000335289.5,0.010292085,-0.5085282,FALSE
ITGA4,Whole-Gene-Only,ENSG00000115232.9,chr2,182321929-182400914,0.034915529,0.5157968,NA,NA,NA,TRUE
MYO1B,Both,ENSG00000128641.13,chr2,192109911-192290115,0.03552473,-0.4985791,ENST00000439065.2,0.017982037,-0.5376686,FALSE
HECW2,Whole-Gene-Only,ENSG00000138411.6,chr2,197059094-197458416,0.044851912,0.4415445,NA,NA,NA,FALSE
HSPE1,Both,ENSG00000115541.6,chr2,198364718-198368181,0.048850546,-0.4640796,ENST00000409468.1,0.000665359,-0.7160261,FALSE
C2orf47,Both,ENSG00000162972.6,chr2,200820040-200873263,0.023980391,-0.5226834,ENST00000392290.1,0.019658573,-0.5795765,FALSE
SPATS2L,Whole-Gene-Only,ENSG00000196141.8,chr2,201170604-201346986,0.010621592,-0.6231532,NA,NA,NA,TRUE
NIF3L1,Whole-Gene-Only,ENSG00000196290.10,chr2,201754050-201768655,0.01914366,-0.5092337,NA,NA,NA,FALSE
CFLAR,Isoform-Only,ENST00000461422.1,chr2,201994700-202005384,NA,NA,ENST00000461422.1,0.048062711,-0.4460341,TRUE
AC009960.7,Both,ENSG00000233134.1,chr2,203482007-203482350,0.003570253,-0.6059317,ENST00000416968.1,0.004867356,-0.6071196,FALSE
SDC1,Isoform-Only,ENST00000254351.4,chr2,20400558-20424873,NA,NA,ENST00000254351.4,0.026032215,-0.5761993,TRUE
CREB1,Isoform-Only,ENST00000432329.2,chr2,208394616-208468155,NA,NA,ENST00000432329.2,0.026303947,-0.4908739,TRUE
PLEKHM3,Whole-Gene-Only,ENSG00000178385.9,chr2,208693027-208890284,0.023483369,0.470595,NA,NA,NA,FALSE
ATIC,Whole-Gene-Only,ENSG00000138363.10,chr2,216176540-216214487,0.003730491,-0.6185933,NA,NA,NA,FALSE
FN1,Both,ENSG00000115414.14,chr2,216225163-216300895,0.001608242,-0.6106526,ENST00000456923.1,0.003314586,-0.6044237,TRUE
FN1,Both,ENSG00000115414.14,chr2,216225163-216300895,0.001608242,-0.6106526,ENST00000494446.1,0.029575859,-0.502962,TRUE
MREG,Both,ENSG00000118242.11,chr2,216809213-216898819,0.004747667,-0.6125177,ENST00000263268.6,0.011760613,-0.5706059,FALSE
TNS1,Isoform-Only,ENST00000171887.4,chr2,218664512-218808851,NA,NA,ENST00000171887.4,0.026195672,-0.5093091,FALSE
TMBIM1,Whole-Gene-Only,ENSG00000135926.8,chr2,219138915-219157309,0.049434597,-0.4975694,NA,NA,NA,FALSE
RQCD1,Isoform-Only,ENST00000542068.1,chr2,219433431-219461147,NA,NA,ENST00000542068.1,0.031465988,-0.5586235,FALSE
BCS1L,Whole-Gene-Only,ENSG00000074582.8,chr2,219523487-219528166,0.045847826,-0.4139096,NA,NA,NA,FALSE
TUBA4A,Isoform-Only,ENST00000462806.1,chr2,220115916-220118638,NA,NA,ENST00000462806.1,0.007167042,0.6116856,FALSE
EPHA4,Whole-Gene-Only,ENSG00000116106.7,chr2,222282747-222438922,0.021565193,0.4695634,NA,NA,NA,FALSE
MRPL44,Both,ENSG00000135900.3,chr2,224822121-224832431,0.016673566,-0.5565427,ENST00000258383.3,0.012938422,-0.6077499,FALSE
RHBDD1,Whole-Gene-Only,ENSG00000144468.12,chr2,227700297-227863931,0.047754267,-0.4628023,NA,NA,NA,TRUE
AGFG1,Isoform-Only,ENST00000409171.1,chr2,228337088-228419261,NA,NA,ENST00000409171.1,0.042625903,-0.4591376,FALSE
CCL20,Isoform-Only,ENST00000358813.4,chr2,228678570-228682250,NA,NA,ENST00000358813.4,0.017447212,-0.5073706,TRUE
SP100,Isoform-Only,ENST00000409824.1,chr2,231280955-231335204,NA,NA,ENST00000409824.1,0.005261345,-0.5818048,FALSE
HMGB1P3,Both,ENSG00000250011.1,chr2,231379738-231380353,0.007502259,0.5479309,ENST00000502802.1,0.015432087,0.5332561,FALSE
ITM2C,Whole-Gene-Only,ENSG00000135916.11,chr2,231729354-231743963,0.026106817,-0.4930805,NA,NA,NA,FALSE
EIF4E2,Isoform-Only,ENST00000258416.3,chr2,233414762-233433920,NA,NA,ENST00000258416.3,0.025592345,-0.4978673,FALSE
INPP5D,Isoform-Only,ENST00000455936.2,chr2,234054795-234116549,NA,NA,ENST00000455936.2,0.022519097,0.5250277,TRUE
SAG,Isoform-Only,ENST00000476500.1,chr2,234216462-234255700,NA,NA,ENST00000476500.1,0.026035292,0.5539045,TRUE
COPS8,Isoform-Only,ENST00000409629.1,chr2,237994586-238007318,NA,NA,ENST00000409629.1,0.014815021,-0.5436543,FALSE
MLPH,Whole-Gene-Only,ENSG00000115648.9,chr2,238394071-238463961,0.049485355,-0.4681925,NA,NA,NA,TRUE
UBE2F,Isoform-Only,ENST00000409953.1,chr2,238875723-238950411,NA,NA,ENST00000409953.1,0.016212209,-0.5427946,FALSE
ASB1,Whole-Gene-Only,ENSG00000065802.7,chr2,239335383-239360891,0.006689135,-0.5949631,NA,NA,NA,FALSE
HDAC4,Whole-Gene-Only,ENSG00000068024.12,chr2,239969864-240323348,0.044465288,0.5273162,NA,NA,NA,TRUE
NDUFA10,Isoform-Only,ENST00000404554.1,chr2,240900156-240964723,NA,NA,ENST00000404554.1,0.018461814,-0.4266526,TRUE
C2orf54,Isoform-Only,ENST00000402775.2,chr2,241825465-241831452,NA,NA,ENST00000402775.2,0.035405752,-0.4804283,FALSE
CLIP4,Both,ENSG00000115295.15,chr2,29320571-29412509,0.042088393,-0.4662126,ENST00000320081.5,0.042758183,-0.4840156,FALSE
TSSC1,Both,ENSG00000032389.8,chr2,3192696-3381653,0.019804131,-0.5702029,ENST00000382125.4,0.00805454,-0.6143126,FALSE
CDC42EP3,Whole-Gene-Only,ENSG00000163171.6,chr2,37869032-37965611,0.045215795,0.5362807,NA,NA,NA,TRUE
HNRNPLL,Isoform-Only,ENST00000272249.3,chr2,38790650-38818783,NA,NA,ENST00000272249.3,0.002336018,-0.5824121,TRUE
MAP4K3,Whole-Gene-Only,ENSG00000011566.10,chr2,39476407-39664453,0.007265943,-0.590596,NA,NA,NA,TRUE
SLC3A1,Whole-Gene-Only,ENSG00000138079.9,chr2,44502599-44548633,0.032633817,0.4922227,NA,NA,NA,FALSE
RHOQ,Whole-Gene-Only,ENSG00000119729.6,chr2,46768945-46810260,0.030450865,0.615838,NA,NA,NA,FALSE
FOXN2,Both,ENSG00000170802.11,chr2,48541776-48606433,0.01321869,0.5683949,ENST00000340553.3,0.037347186,0.5337482,FALSE
PPP1R21,Isoform-Only,ENST00000294952.8,chr2,48667936-48742525,NA,NA,ENST00000294952.8,0.004216149,-0.6115801,FALSE
AC009234.1,Both,ENSG00000230327.1,chr2,50815828-50816553,0.022546277,-0.4901001,ENST00000457379.1,0.030624959,-0.4861891,FALSE
MEIS1,Both,ENSG00000143995.15,chr2,66660584-66801001,0.017075188,-0.5248394,ENST00000407092.2,0.000432279,-0.6936573,FALSE
MEIS1,Both,ENSG00000143995.15,chr2,66660584-66801001,0.017075188,-0.5248394,ENST00000488550.1,0.006952562,-0.6009729,FALSE
PPP3R1,Whole-Gene-Only,ENSG00000221823.6,chr2,68405989-68483369,0.029852505,0.6175186,NA,NA,NA,TRUE
CMPK2,Whole-Gene-Only,ENSG00000134326.7,chr2,6980701-7006766,0.035700379,-0.4400537,NA,NA,NA,FALSE
FAM136A,Whole-Gene-Only,ENSG00000035141.3,chr2,70523107-70529222,0.02156817,-0.545976,NA,NA,NA,FALSE
RAB11FIP5,Whole-Gene-Only,ENSG00000135631.11,chr2,73300510-73383849,0.041783424,-0.4469169,NA,NA,NA,FALSE
CCT7,Isoform-Only,ENST00000258091.5,chr2,73461366-73480132,NA,NA,ENST00000258091.5,0.037404532,-0.4614265,TRUE
MTHFD2,Isoform-Only,ENST00000409804.1,chr2,74425737-74442425,NA,NA,ENST00000409804.1,0.040536265,-0.4354438,FALSE
MOGS,Isoform-Only,ENST00000462189.1,chr2,74688197-74690773,NA,NA,ENST00000462189.1,0.021774002,-0.5338227,TRUE
TGOLN2,Isoform-Only,ENST00000398263.2,chr2,85545150-85555374,NA,NA,ENST00000398263.2,0.032176861,-0.4448006,FALSE
ELMOD3,Isoform-Only,ENST00000414593.1,chr2,85584203-85618875,NA,NA,ENST00000414593.1,0.037066323,0.4731501,FALSE
RMND5A,Isoform-Only,ENST00000472843.1,chr2,86992636-87000548,NA,NA,ENST00000472843.1,0.049925,-0.4572178,FALSE
AC125232.1,Isoform-Only,ENST00000469523.2,chr2,87257800-87303536,NA,NA,ENST00000469523.2,0.045792211,-0.4639911,FALSE
AC096579.7,Both,ENSG00000231486.3,chr2,89130700-89165653,0.018181068,-0.5059814,ENST00000430694.1,0.012569675,-0.5523597,FALSE
ADAM17,Both,ENSG00000151694.8,chr2,9628615-9695921,0.009084655,0.6910257,ENST00000310823.3,0.046476521,0.6611905,FALSE
ANKRD36C,Both,ENSG00000174501.10,chr2,96514587-96657541,0.002712791,-0.6083773,ENST00000488721.1,0.001807873,-0.6050463,FALSE
CIAO1,Isoform-Only,ENST00000488633.1,chr2,96931870-96937383,NA,NA,ENST00000488633.1,0.002520559,-0.6375332,FALSE
ARID5A,Isoform-Only,ENST00000454558.2,chr2,97203082-97218371,NA,NA,ENST00000454558.2,0.034727626,0.4511735,FALSE
AC159540.1,Both,ENSG00000230606.6,chr2,98081083-98099107,0.047612059,-0.4308915,ENST00000608120.1,0.00810248,-0.5909268,FALSE
MGAT4A,Isoform-Only,ENST00000393487.1,chr2,99235569-99347589,NA,NA,ENST00000393487.1,0.044861139,-0.4212259,TRUE
KIAA1211L,Both,ENSG00000196872.6,chr2,99410309-99552722,0.03471593,-0.4878473,ENST00000397899.2,0.036312461,-0.5024225,FALSE
SDCBP2,Both,ENSG00000125775.10,chr20,1290619-1309883,0.019574883,-0.5369491,ENST00000467129.1,0.004689249,-0.6450234,FALSE
SIRPD,Whole-Gene-Only,ENSG00000125900.8,chr20,1514897-1539489,0.033031025,0.4824683,NA,NA,NA,FALSE
SNX5,Isoform-Only,ENST00000490175.1,chr20,17922241-17949443,NA,NA,ENST00000490175.1,0.042251233,-0.4520023,FALSE
DTD1,Isoform-Only,ENST00000377452.3,chr20,18568537-18744561,NA,NA,ENST00000377452.3,0.020758256,-0.552883,FALSE
CRNKL1,Isoform-Only,ENST00000490258.1,chr20,20016786-20019255,NA,NA,ENST00000490258.1,0.026562555,0.5230805,FALSE
TGM3,Whole-Gene-Only,ENSG00000125780.11,chr20,2276647-2321724,0.046626494,-0.4625465,NA,NA,NA,FALSE
EBF4,Both,ENSG00000088881.16,chr20,2673524-2740753,0.012594008,-0.553264,ENST00000477287.1,0.009716697,-0.594556,TRUE
TP53INP2,Whole-Gene-Only,ENSG00000078804.8,chr20,33292094-33301243,0.044034093,-0.4984662,NA,NA,NA,FALSE
EPB41L1,Whole-Gene-Only,ENSG00000088367.16,chr20,34679426-34820721,0.012113991,-0.5547384,NA,NA,NA,FALSE
CTNNBL1,Isoform-Only,ENST00000361383.6,chr20,36322408-36500531,NA,NA,ENST00000361383.6,0.001263951,-0.6634907,FALSE
TTI1,Whole-Gene-Only,ENSG00000101407.8,chr20,36611409-36661870,0.022040838,0.506246,NA,NA,NA,TRUE
SIGLEC1,Whole-Gene-Only,ENSG00000088827.8,chr20,3667617-3687775,0.00406263,-0.5571896,NA,NA,NA,FALSE
TGM2,Both,ENSG00000198959.7,chr20,36756863-36794980,0.037464337,-0.4982233,ENST00000469269.1,0.022691094,-0.5979453,TRUE
FAM83D,Both,ENSG00000101447.9,chr20,37554955-37581703,0.036512861,-0.4682601,ENST00000217429.4,0.036199312,-0.4893236,FALSE
DHX35,Whole-Gene-Only,ENSG00000101452.10,chr20,37590942-37668366,0.024678782,-0.521219,NA,NA,NA,FALSE
MAFB,Whole-Gene-Only,ENSG00000204103.2,chr20,39314488-39317880,0.037711672,-0.5135052,NA,NA,NA,FALSE
L3MBTL1,Whole-Gene-Only,ENSG00000185513.10,chr20,42136320-42179590,0.034029824,-0.4767991,NA,NA,NA,FALSE
SDC4,Both,ENSG00000124145.5,chr20,43953928-43977064,0.016385083,-0.5469981,ENST00000372733.3,0.026060002,-0.5515419,TRUE
ZSWIM3,Whole-Gene-Only,ENSG00000132801.5,chr20,44486256-44507761,0.038337453,-0.4639784,NA,NA,NA,FALSE
CD40,Whole-Gene-Only,ENSG00000101017.9,chr20,44746911-44758502,0.028629286,-0.4708224,NA,NA,NA,TRUE
ZFAS1,Isoform-Only,ENST00000371743.3,chr20,47894715-47905797,NA,NA,ENST00000371743.3,0.046571534,0.4431828,FALSE
ZFAS1,Isoform-Only,ENST00000441722.1,chr20,47894715-47905797,NA,NA,ENST00000441722.1,0.025519207,0.4917338,FALSE
ADNP,Isoform-Only,ENST00000396032.3,chr20,49506840-49547958,NA,NA,ENST00000396032.3,0.03105152,-0.4853195,TRUE
TFAP2C,Both,ENSG00000087510.5,chr20,55204358-55214339,0.028774761,-0.4730881,ENST00000201031.2,0.009521429,-0.5681271,FALSE
MTND1P9,Both,ENSG00000228995.1,chr20,55932482-55933425,0.037330987,-0.4644496,ENST00000453775.1,0.041587224,-0.4893661,FALSE
MTRNR2L3,Both,ENSG00000256222.1,chr20,55933496-55934878,0.0177746,-0.5679731,ENST00000543500.1,0.023634775,-0.6101733,FALSE
RAE1,Isoform-Only,ENST00000462438.1,chr20,55946190-55953519,NA,NA,ENST00000462438.1,0.021686614,0.5073126,TRUE
RBM38,Both,ENSG00000132819.12,chr20,55966463-55984389,0.039028428,0.462237,ENST00000344785.6,0.033733681,0.495332,TRUE
ZBP1,Isoform-Only,ENST00000395822.3,chr20,56178902-56195632,NA,NA,ENST00000395822.3,0.034834075,-0.463927,TRUE
GNAS,Isoform-Only,ENST00000371081.1,chr20,57466771-57475465,NA,NA,ENST00000371081.1,0.006327991,-0.5522431,TRUE
FERMT1,Isoform-Only,ENST00000478194.1,chr20,6055492-6074819,NA,NA,ENST00000478194.1,0.031484318,-0.4857195,FALSE
EEF1A2,Isoform-Only,ENST00000298049.7,chr20,62119366-62129187,NA,NA,ENST00000298049.7,0.016056936,-0.5645679,FALSE
OPRL1,Both,ENSG00000125510.11,chr20,62711526-62731996,0.03181846,0.4595099,ENST00000355631.4,0.040645485,0.4557612,TRUE
SLC52A3,Both,ENSG00000101276.10,chr20,740724-749131,0.025281154,-0.4926072,ENST00000217254.7,0.000700455,-0.7077316,FALSE
MRPL39,Whole-Gene-Only,ENSG00000154719.9,chr21,26957968-26979829,0.025275608,-0.4798516,NA,NA,NA,FALSE
AP000253.1,Whole-Gene-Only,ENSG00000234509.1,chr21,33025906-33031813,0.022269273,0.5143661,NA,NA,NA,FALSE
RUNX1,Isoform-Only,ENST00000437180.1,chr21,36160098-36421595,NA,NA,ENST00000437180.1,0.018639573,-0.5282475,TRUE
HLCS,Isoform-Only,ENST00000336648.4,chr21,38123189-38362536,NA,NA,ENST00000336648.4,0.003712868,-0.5517004,FALSE
PSMG1,Whole-Gene-Only,ENSG00000183527.7,chr21,40546695-40555777,0.006315212,-0.589948,NA,NA,NA,FALSE
FAM3B,Whole-Gene-Only,ENSG00000183844.12,chr21,42676139-42729358,0.044846304,-0.470523,NA,NA,NA,FALSE
TMPRSS2,Whole-Gene-Only,ENSG00000184012.7,chr21,42836478-42903043,0.041707967,-0.4738832,NA,NA,NA,FALSE
SIK1,Both,ENSG00000142178.7,chr21,44834395-44847008,0.028276398,-0.5179725,ENST00000270162.6,0.041297557,-0.5262023,FALSE
ADARB1,Whole-Gene-Only,ENSG00000197381.11,chr21,46493768-46646478,0.031122213,-0.4420604,NA,NA,NA,TRUE
MCM3AP-AS1,Whole-Gene-Only,ENSG00000215424.5,chr21,47649131-47679304,0.039911877,0.46021,NA,NA,NA,FALSE
PRMT2,Isoform-Only,ENST00000397637.1,chr21,48055562-48084863,NA,NA,ENST00000397637.1,0.020343024,0.5312492,FALSE
FAM32B,Both,ENSG00000203416.2,chr22,17694618-17695045,0.017363167,0.5499593,ENST00000344033.4,0.04163625,0.5396879,FALSE
ATP6V1E1,Isoform-Only,ENST00000253413.5,chr22,18074902-18111584,NA,NA,ENST00000253413.5,0.005139442,-0.7652058,FALSE
DGCR14,Isoform-Only,ENST00000472073.1,chr22,19121481-19132146,NA,NA,ENST00000472073.1,0.048722164,-0.4633656,FALSE
5-Sep,Whole-Gene-Only,ENSG00000184702.13,chr22,19701987-19712295,0.04377883,0.4641857,NA,NA,NA,FALSE
AC006547.13,Whole-Gene-Only,ENSG00000236540.3,chr22,20050503-20058066,0.011119523,0.5677995,NA,NA,NA,FALSE
PI4KAP1,Isoform-Only,ENST00000455715.1,chr22,20383524-20387732,NA,NA,ENST00000455715.1,0.005974371,-0.607353,FALSE
UBE2L3,Isoform-Only,ENST00000458578.2,chr22,21903736-21976541,NA,NA,ENST00000458578.2,0.036163923,-0.4912925,TRUE
PPM1F,Whole-Gene-Only,ENSG00000100034.9,chr22,22273793-22307209,0.044068176,0.4848572,NA,NA,NA,TRUE
GUSBP11,Isoform-Only,ENST00000451837.1,chr22,23980674-24059508,NA,NA,ENST00000451837.1,0.027087306,0.5039314,FALSE
MTND1P13,Both,ENSG00000232014.1,chr22,24347904-24349416,0.026629925,-0.5048147,ENST00000421902.1,0.034429232,-0.5230515,FALSE
CABIN1,Both,ENSG00000099991.12,chr22,24407642-24574596,0.010118882,0.5622499,ENST00000337989.7,0.020904053,0.5423342,TRUE
SUSD2,Whole-Gene-Only,ENSG00000099994.10,chr22,24577227-24585078,0.039621209,0.4660464,NA,NA,NA,FALSE
SPECC1L,Isoform-Only,ENST00000437398.1,chr22,24666786-24813707,NA,NA,ENST00000437398.1,0.000287506,-0.7087526,FALSE
GGT1,Both,ENSG00000100031.14,chr22,24979718-25024972,0.024493157,0.496818,ENST00000425895.1,0.005275883,0.6091326,FALSE
CRYBB2P1,Isoform-Only,ENST00000609084.1,chr22,25855943-25857635,NA,NA,ENST00000609084.1,0.044425108,-0.473058,FALSE
CTA-445C9.15,Whole-Gene-Only,ENSG00000260065.1,chr22,26917949-26921002,0.048006917,0.4523537,NA,NA,NA,FALSE
TPST2,Whole-Gene-Only,ENSG00000128294.11,chr22,26921458-26992681,0.036549958,0.4836307,NA,NA,NA,TRUE
AP1B1,Isoform-Only,ENST00000405198.1,chr22,29723854-29763264,NA,NA,ENST00000405198.1,0.031164487,-0.4880729,FALSE
SEC14L2,Whole-Gene-Only,ENSG00000100003.13,chr22,30792846-30821305,0.025170761,-0.5043051,NA,NA,NA,TRUE
MTFP1,Whole-Gene-Only,ENSG00000242114.1,chr22,30821518-30825045,0.046494123,-0.4454456,NA,NA,NA,FALSE
DUSP18,Whole-Gene-Only,ENSG00000167065.9,chr22,31048038-31063877,0.028352312,0.5068568,NA,NA,NA,TRUE
CTA-963H5.5,Both,ENSG00000250318.1,chr22,31049864-31050801,0.004296803,0.6029346,ENST00000510957.1,0.007875403,0.6088124,FALSE
PATZ1,Isoform-Only,ENST00000351933.4,chr22,31721795-31742218,NA,NA,ENST00000351933.4,0.01187573,-0.5638755,FALSE
DRG1,Isoform-Only,ENST00000469673.1,chr22,31822499-31830141,NA,NA,ENST00000469673.1,0.010275419,-0.5986142,FALSE
EIF4ENIF1,Isoform-Only,ENST00000495101.1,chr22,31835351-31847246,NA,NA,ENST00000495101.1,0.042297731,0.5035319,TRUE
RTCB,Both,ENSG00000100220.7,chr22,32783569-32808242,0.001015025,-0.7443707,ENST00000216038.5,0.001110788,-0.7674973,FALSE
APOL2,Isoform-Only,ENST00000451256.2,chr22,36623388-36635573,NA,NA,ENST00000451256.2,0.013573466,0.5460616,FALSE
CSF2RBP1,Whole-Gene-Only,ENSG00000232254.1,chr22,37346571-37349764,0.023555688,0.5091154,NA,NA,NA,FALSE
CYTH4,Isoform-Only,ENST00000469886.1,chr22,37678556-37694443,NA,NA,ENST00000469886.1,0.026363325,0.5079998,FALSE
NOL12,Isoform-Only,ENST00000359114.4,chr22,38082330-38089483,NA,NA,ENST00000359114.4,0.041383742,-0.4879521,FALSE
H1F0,Whole-Gene-Only,ENSG00000189060.4,chr22,38201114-38203442,0.046162007,-0.4752814,NA,NA,NA,FALSE
APOBEC3B,Isoform-Only,ENST00000335760.5,chr22,39378411-39388766,NA,NA,ENST00000335760.5,0.039077437,-0.4633085,FALSE
MGAT3,Both,ENSG00000128268.11,chr22,39853349-39888199,0.039628055,-0.4483594,ENST00000341184.6,0.048435526,-0.4537668,FALSE
TNRC6B,Isoform-Only,ENST00000335727.9,chr22,40573946-40731812,NA,NA,ENST00000335727.9,0.040614292,0.4625563,TRUE
TEF,Whole-Gene-Only,ENSG00000167074.10,chr22,41763337-41795330,0.019439571,-0.4843283,NA,NA,NA,TRUE
NHP2L1,Isoform-Only,ENST00000355257.3,chr22,42069934-42084913,NA,NA,ENST00000355257.3,0.040483814,-0.3933116,FALSE
FAM109B,Whole-Gene-Only,ENSG00000177096.4,chr22,42470255-42475445,0.049507597,-0.4170813,NA,NA,NA,FALSE
NDUFA6,Isoform-Only,ENST00000470753.1,chr22,42482120-42483339,NA,NA,ENST00000470753.1,0.014082481,-0.5545348,TRUE
NDUFA6-AS1,Both,ENSG00000237037.5,chr22,42486935-42535286,0.000228043,-0.7797448,ENST00000416037.2,0.005325139,-0.6541661,TRUE
PARVB,Isoform-Only,ENST00000404989.1,chr22,44464941-44565064,NA,NA,ENST00000404989.1,0.030453962,-0.3959382,FALSE
LINC00899,Whole-Gene-Only,ENSG00000231711.2,chr22,46435787-46440733,0.02542774,0.5136251,NA,NA,NA,FALSE
FLJ27365,Both,ENSG00000197182.8,chr22,46449749-46509808,0.019342291,0.5274102,ENST00000360737.3,0.035360067,0.5083688,FALSE
TBC1D22A,Isoform-Only,ENST00000441162.1,chr22,47159639-47569735,NA,NA,ENST00000441162.1,0.028891725,-0.4507428,FALSE
TRABD,Isoform-Only,ENST00000472677.1,chr22,50635322-50637140,NA,NA,ENST00000472677.1,0.03895226,0.4324745,FALSE
KLHDC7B,Both,ENSG00000130487.4,chr22,50986462-50989451,0.012336358,-0.4946392,ENST00000395676.2,0.018746967,-0.5040548,FALSE
CHKB,Isoform-Only,ENST00000468532.1,chr22,51017879-51020887,NA,NA,ENST00000468532.1,0.002502079,-0.6573504,TRUE
